segment_id,source_id,chapter,section,source_asset,line_start,line_end,sha256,asset_sha256,release_excluded
chp-5:05_CHP-5_sec_i:l17-26,haskell-1980-rev-ed,chp-5,05_CHP-5_sec_i,05_CHP-5_sec_i.md,17,26,d80b8cf98fa4d69b02d5c60d394770bc1b9b1ba65087d4bbf241f42f3454c6a3,8ef51cd646ed6abf398c9faeb47df9a03f70de696d9a871c6d0b734b2adeeeee,True
chp-5:05_CHP-5_sec_i:l28-33,haskell-1980-rev-ed,chp-5,05_CHP-5_sec_i,05_CHP-5_sec_i.md,28,33,9ed81bc933510570643cdb32ce1d6745a7a48454dbc0fe08b57adea4d74d0883,8ef51cd646ed6abf398c9faeb47df9a03f70de696d9a871c6d0b734b2adeeeee,True
chp-5:05_CHP-5_sec_i:l35-49,haskell-1980-rev-ed,chp-5,05_CHP-5_sec_i,05_CHP-5_sec_i.md,35,49,fe94061e20be7e9eaead12d90c3d54f6867f09503a7b2a8ea93e0e3e1cfff711,8ef51cd646ed6abf398c9faeb47df9a03f70de696d9a871c6d0b734b2adeeeee,True
chp-5:05_CHP-5_sec_i:l51-58,haskell-1980-rev-ed,chp-5,05_CHP-5_sec_i,05_CHP-5_sec_i.md,51,58,4608edfb8cd37a6e30c08ff2a88ac9896834e424339dad4474c4f5c4bf57075c,8ef51cd646ed6abf398c9faeb47df9a03f70de696d9a871c6d0b734b2adeeeee,True
chp-5:05_CHP-5_sec_i:l60-74,haskell-1980-rev-ed,chp-5,05_CHP-5_sec_i,05_CHP-5_sec_i.md,60,74,1c8b2b9235f50166089b73c7539c35f7451e41405d1849118444a0dfd82d157d,8ef51cd646ed6abf398c9faeb47df9a03f70de696d9a871c6d0b734b2adeeeee,True
chp-5:05_CHP-5_sec_i:l76-83,haskell-1980-rev-ed,chp-5,05_CHP-5_sec_i,05_CHP-5_sec_i.md,76,83,da1331a4ef20d811969107e252d8dca7f30514477de25c3d80ca09f17833c539,8ef51cd646ed6abf398c9faeb47df9a03f70de696d9a871c6d0b734b2adeeeee,True
chp-5:05_CHP-5_sec_i:l85-97,haskell-1980-rev-ed,chp-5,05_CHP-5_sec_i,05_CHP-5_sec_i.md,85,97,9c8360e14542de083d5e2414f7fdbf81b4f52f087f158d9d62239bcc023278d7,8ef51cd646ed6abf398c9faeb47df9a03f70de696d9a871c6d0b734b2adeeeee,True
chp-5:05_CHP-5_sec_i:l99-106,haskell-1980-rev-ed,chp-5,05_CHP-5_sec_i,05_CHP-5_sec_i.md,99,106,1096a4da306376fcd90adfdebcee1c52752b8c72cf0792ebef1a1b6fe005018f,8ef51cd646ed6abf398c9faeb47df9a03f70de696d9a871c6d0b734b2adeeeee,True
chp-5:05_CHP-5_sec_i:l108-113,haskell-1980-rev-ed,chp-5,05_CHP-5_sec_i,05_CHP-5_sec_i.md,108,113,4d9e900d455df7d1db1be2a849344aae3fb4ba1517e6600c677e84d20bed5af5,8ef51cd646ed6abf398c9faeb47df9a03f70de696d9a871c6d0b734b2adeeeee,True
chp-5:05_CHP-5_sec_i:l115-123,haskell-1980-rev-ed,chp-5,05_CHP-5_sec_i,05_CHP-5_sec_i.md,115,123,78c4b953b87c595419bae0aff8a0c1c68ee336b56a5061ce28a9c475b2979986,8ef51cd646ed6abf398c9faeb47df9a03f70de696d9a871c6d0b734b2adeeeee,True
chp-5:05_CHP-5_sec_i:l125-147,haskell-1980-rev-ed,chp-5,05_CHP-5_sec_i,05_CHP-5_sec_i.md,125,147,5fdb179fd5637ce1d0a0b6b3da66e4e871452e25debcd265e4749060845324e8,8ef51cd646ed6abf398c9faeb47df9a03f70de696d9a871c6d0b734b2adeeeee,True
chp-5:05_CHP-5_sec_iii:l1-1,haskell-1980-rev-ed,chp-5,05_CHP-5_sec_iii,05_CHP-5_sec_iii.md,1,1,fe36488621fec065f926592ec7e79ebce6e11203ee711f97c033113c3a1e27cd,9b095b1a93570102ad2cdb117580f2fbeccd2ff017033a2f66557c58a0d1ef0a,True
chp-5:05_CHP-5_sec_iii:l3-3,haskell-1980-rev-ed,chp-5,05_CHP-5_sec_iii,05_CHP-5_sec_iii.md,3,3,80f0e4c372eccb56f69bdcc201a74504380a1c88ead844d4b31c231e323d1277,9b095b1a93570102ad2cdb117580f2fbeccd2ff017033a2f66557c58a0d1ef0a,True
chp-5:05_CHP-5_sec_iii:l5-10,haskell-1980-rev-ed,chp-5,05_CHP-5_sec_iii,05_CHP-5_sec_iii.md,5,10,e306d5e3b7c6e8bb64829e9dcc00a3b612e066a4669ab6a0ef0920ddfbb21e38,9b095b1a93570102ad2cdb117580f2fbeccd2ff017033a2f66557c58a0d1ef0a,True
chp-5:05_CHP-5_sec_iii:l12-18,haskell-1980-rev-ed,chp-5,05_CHP-5_sec_iii,05_CHP-5_sec_iii.md,12,18,7665aa1fe5c68405644c7ebc5bfbe3fd99be5daef5a8b35e8e62fabf46e35882,9b095b1a93570102ad2cdb117580f2fbeccd2ff017033a2f66557c58a0d1ef0a,True
chp-5:05_CHP-5_sec_iii:l20-26,haskell-1980-rev-ed,chp-5,05_CHP-5_sec_iii,05_CHP-5_sec_iii.md,20,26,75ca5d81ada4ae3a81e8096bfb49752c7db39763799d21e2c21d77abd8a507c3,9b095b1a93570102ad2cdb117580f2fbeccd2ff017033a2f66557c58a0d1ef0a,True
chp-5:05_CHP-5_sec_iii:l28-34,haskell-1980-rev-ed,chp-5,05_CHP-5_sec_iii,05_CHP-5_sec_iii.md,28,34,4fc65ff01ae57f35ae41aca47e121382513ff32209491bda360cea314fb65595,9b095b1a93570102ad2cdb117580f2fbeccd2ff017033a2f66557c58a0d1ef0a,True
chp-5:05_CHP-5_sec_iii:l36-43,haskell-1980-rev-ed,chp-5,05_CHP-5_sec_iii,05_CHP-5_sec_iii.md,36,43,4f95383c40ca5d0e7be2922a3a97315defd5147c06c31d3f3e2ab85bc79f11f8,9b095b1a93570102ad2cdb117580f2fbeccd2ff017033a2f66557c58a0d1ef0a,True
chp-5:05_CHP-5_sec_iii:l45-57,haskell-1980-rev-ed,chp-5,05_CHP-5_sec_iii,05_CHP-5_sec_iii.md,45,57,5285539c2db9ffe72d0ea1df8b78e8e46f58f4466594f8bca00140fc5ef52c13,9b095b1a93570102ad2cdb117580f2fbeccd2ff017033a2f66557c58a0d1ef0a,True
chp-5:05_CHP-5_sec_iii:l59-61,haskell-1980-rev-ed,chp-5,05_CHP-5_sec_iii,05_CHP-5_sec_iii.md,59,61,aae485dd50affd63c2392dc2db0803f3b650ab7b50ccb9c8be853ebe9dea61a7,9b095b1a93570102ad2cdb117580f2fbeccd2ff017033a2f66557c58a0d1ef0a,True
chp-5:05_CHP-5_sec_iii:l63-65,haskell-1980-rev-ed,chp-5,05_CHP-5_sec_iii,05_CHP-5_sec_iii.md,63,65,6cd9a29e1e558a48f23869c34b60d20215291b3d46b39cfc30980823e69d7633,9b095b1a93570102ad2cdb117580f2fbeccd2ff017033a2f66557c58a0d1ef0a,True
chp-5:05_CHP-5_sec_iii:l67-68,haskell-1980-rev-ed,chp-5,05_CHP-5_sec_iii,05_CHP-5_sec_iii.md,67,68,174730ec8524c0f19d97819fcee5904333595e7d13bb8b9418e83dbe16035cd9,9b095b1a93570102ad2cdb117580f2fbeccd2ff017033a2f66557c58a0d1ef0a,True
chp-5:05_CHP-5_sec_iii:l70-80,haskell-1980-rev-ed,chp-5,05_CHP-5_sec_iii,05_CHP-5_sec_iii.md,70,80,3f367cd08e70e811e4459d2a339ad035fa5f044d71550a51e2ca215a8db8ed9f,9b095b1a93570102ad2cdb117580f2fbeccd2ff017033a2f66557c58a0d1ef0a,True
chp-5:05_CHP-5_sec_iii:l82-93,haskell-1980-rev-ed,chp-5,05_CHP-5_sec_iii,05_CHP-5_sec_iii.md,82,93,c54ca3a80bc55104007ac63c136e820d25c9f9a93ea697f63425f4be21ae2bca,9b095b1a93570102ad2cdb117580f2fbeccd2ff017033a2f66557c58a0d1ef0a,True
chp-5:05_CHP-5_sec_iii:l95-101,haskell-1980-rev-ed,chp-5,05_CHP-5_sec_iii,05_CHP-5_sec_iii.md,95,101,730ee53efbfcb2d4a9575d80f5f64b334a434027512e95fcbad3f3a4f6c11b05,9b095b1a93570102ad2cdb117580f2fbeccd2ff017033a2f66557c58a0d1ef0a,True
chp-5:05_CHP-5_sec_iii:l103-113,haskell-1980-rev-ed,chp-5,05_CHP-5_sec_iii,05_CHP-5_sec_iii.md,103,113,a2a3d850bfd4a519de88c8c9a6e9113cd315e4953441d06738e8cd3c59dbfd60,9b095b1a93570102ad2cdb117580f2fbeccd2ff017033a2f66557c58a0d1ef0a,True
chp-5:05_CHP-5_sec_iii:l115-121,haskell-1980-rev-ed,chp-5,05_CHP-5_sec_iii,05_CHP-5_sec_iii.md,115,121,27b58444f32bc2798e903d4ba0a33e4a761d68e47df34e2cbcafce1952c6bcbe,9b095b1a93570102ad2cdb117580f2fbeccd2ff017033a2f66557c58a0d1ef0a,True
chp-5:05_CHP-5_sec_iii:l123-123,haskell-1980-rev-ed,chp-5,05_CHP-5_sec_iii,05_CHP-5_sec_iii.md,123,123,87ecd89310252adbdd53bb5e4614a1d653753e29ff899ebf3cbc1337918c5c02,9b095b1a93570102ad2cdb117580f2fbeccd2ff017033a2f66557c58a0d1ef0a,True
chp-5:05_CHP-5_sec_iii:l126-165,haskell-1980-rev-ed,chp-5,05_CHP-5_sec_iii,05_CHP-5_sec_iii.md,126,165,183b8dbbc0e05624d35d19fdc7f140e588145c5503bbd898b15c65a77e3c58c8,9b095b1a93570102ad2cdb117580f2fbeccd2ff017033a2f66557c58a0d1ef0a,True
chp-5:05_CHP-5_sec_iv:l1-1,haskell-1980-rev-ed,chp-5,05_CHP-5_sec_iv,05_CHP-5_sec_iv.md,1,1,d36dc2a60ebfd283021400e38fb59615b9b3f68f97b6d037451f171b426b16f4,805df7b2bdc296cf987069cb0cea829bc07ec8932e28b075e9575f0c2ac67c4f,True
chp-5:05_CHP-5_sec_iv:l3-12,haskell-1980-rev-ed,chp-5,05_CHP-5_sec_iv,05_CHP-5_sec_iv.md,3,12,de2379de13fdefc90d3a2678b3e07fc8883697634f51bca4a89c61ddfd82c9c7,805df7b2bdc296cf987069cb0cea829bc07ec8932e28b075e9575f0c2ac67c4f,True
chp-5:05_CHP-5_sec_iv:l14-21,haskell-1980-rev-ed,chp-5,05_CHP-5_sec_iv,05_CHP-5_sec_iv.md,14,21,92a6b5be3ea194e86057751a2ff20161c2eeda358fa9a3a1749cc4121422c013,805df7b2bdc296cf987069cb0cea829bc07ec8932e28b075e9575f0c2ac67c4f,True
chp-5:05_CHP-5_sec_iv:l23-31,haskell-1980-rev-ed,chp-5,05_CHP-5_sec_iv,05_CHP-5_sec_iv.md,23,31,ed42fbd51762beab6e6aabe77d034b39ac18e125e38a387788d3fe824a2d5269,805df7b2bdc296cf987069cb0cea829bc07ec8932e28b075e9575f0c2ac67c4f,True
chp-5:05_CHP-5_sec_iv:l33-37,haskell-1980-rev-ed,chp-5,05_CHP-5_sec_iv,05_CHP-5_sec_iv.md,33,37,0540efc47bd2dfba10c88798fe500c2804a8f4446f96857a6118f715f5c1f10f,805df7b2bdc296cf987069cb0cea829bc07ec8932e28b075e9575f0c2ac67c4f,True
chp-5:05_CHP-5_sec_iv:l39-54,haskell-1980-rev-ed,chp-5,05_CHP-5_sec_iv,05_CHP-5_sec_iv.md,39,54,14971fe6844ce14c0a0230cc4caea7044837392aab9fcac88c5fd5eeced26ac3,805df7b2bdc296cf987069cb0cea829bc07ec8932e28b075e9575f0c2ac67c4f,True
chp-6:06_CHP-6_intro:l1-1,haskell-1980-rev-ed,chp-6,06_CHP-6_intro,06_CHP-6_intro.md,1,1,ffbff18461bd45a5d2ac2d742920912c0c08a95c7581b338d2663c19dea44ea2,ea2413fc5e957515a60e7284a1e1410f27dbe4bffaa4edaf896ff8cc96db4678,True
chp-6:06_CHP-6_intro:l3-5,haskell-1980-rev-ed,chp-6,06_CHP-6_intro,06_CHP-6_intro.md,3,5,41956a9cddc6c42c1109dcd86e07b0576777c6a359492f01a8b31108e4fdd631,ea2413fc5e957515a60e7284a1e1410f27dbe4bffaa4edaf896ff8cc96db4678,True
chp-6:06_CHP-6_intro:l7-11,haskell-1980-rev-ed,chp-6,06_CHP-6_intro,06_CHP-6_intro.md,7,11,51c18d8c9aeaea74b655206339b53e94e9772c265b4302315e7ac29213a6f9a2,ea2413fc5e957515a60e7284a1e1410f27dbe4bffaa4edaf896ff8cc96db4678,True
chp-6:06_CHP-6_sec_i:l1-1,haskell-1980-rev-ed,chp-6,06_CHP-6_sec_i,06_CHP-6_sec_i.md,1,1,42b20645d5b494f0adae22e7c96a7eed60191020fb2ef24274bb14684e49131e,e1bf27cf13961032d4587a1787a1b89f00a9076cf7a8c9dd4434000e84add42d,True
chp-6:06_CHP-6_sec_i:l3-11,haskell-1980-rev-ed,chp-6,06_CHP-6_sec_i,06_CHP-6_sec_i.md,3,11,ae810d52b572c3b9711ce7b1446fd32d126e890d392a3f7dc94ecd6408819d30,e1bf27cf13961032d4587a1787a1b89f00a9076cf7a8c9dd4434000e84add42d,True
chp-6:06_CHP-6_sec_i:l13-24,haskell-1980-rev-ed,chp-6,06_CHP-6_sec_i,06_CHP-6_sec_i.md,13,24,0a569417f685dd10ec46e87e4344c0866bed38be4c414f121b5c6766f9a1fee6,e1bf27cf13961032d4587a1787a1b89f00a9076cf7a8c9dd4434000e84add42d,True
chp-6:06_CHP-6_sec_i:l26-36,haskell-1980-rev-ed,chp-6,06_CHP-6_sec_i,06_CHP-6_sec_i.md,26,36,87347777bd77eaf594e5793119fc62b237f3108377c16f7a01725bd93d351872,e1bf27cf13961032d4587a1787a1b89f00a9076cf7a8c9dd4434000e84add42d,True
chp-6:06_CHP-6_sec_i:l38-46,haskell-1980-rev-ed,chp-6,06_CHP-6_sec_i,06_CHP-6_sec_i.md,38,46,06c7abb4964adff60a27ef32f3569d5fcf93a453262cf7b41021359e35326c0f,e1bf27cf13961032d4587a1787a1b89f00a9076cf7a8c9dd4434000e84add42d,True
chp-6:06_CHP-6_sec_i:l48-57,haskell-1980-rev-ed,chp-6,06_CHP-6_sec_i,06_CHP-6_sec_i.md,48,57,b47108f683c59b6cc10648bf827d6e3c3430d4ef54b77460c84adb3232138682,e1bf27cf13961032d4587a1787a1b89f00a9076cf7a8c9dd4434000e84add42d,True
chp-6:06_CHP-6_sec_i:l59-67,haskell-1980-rev-ed,chp-6,06_CHP-6_sec_i,06_CHP-6_sec_i.md,59,67,a58bb87d1e2279ebd02cb6c313eca2091e8d1bb0e114d1d3ae148dbdb57e3a8d,e1bf27cf13961032d4587a1787a1b89f00a9076cf7a8c9dd4434000e84add42d,True
chp-6:06_CHP-6_sec_i:l69-76,haskell-1980-rev-ed,chp-6,06_CHP-6_sec_i,06_CHP-6_sec_i.md,69,76,e9e7838f2b0aa2aeace4afdf4e86771725c67645172fdb45c80d9a5b1864a555,e1bf27cf13961032d4587a1787a1b89f00a9076cf7a8c9dd4434000e84add42d,True
chp-6:06_CHP-6_sec_i:l78-89,haskell-1980-rev-ed,chp-6,06_CHP-6_sec_i,06_CHP-6_sec_i.md,78,89,68349afd772fafbdb2fe60e9b2d2688101d18fa269f14f378245310383d94c03,e1bf27cf13961032d4587a1787a1b89f00a9076cf7a8c9dd4434000e84add42d,True
chp-6:06_CHP-6_sec_i:l91-100,haskell-1980-rev-ed,chp-6,06_CHP-6_sec_i,06_CHP-6_sec_i.md,91,100,ec8bed22b9a3a97726be02fd403523c6a0b72da531fd5d5dcf0fe2aa6ffdf4e2,e1bf27cf13961032d4587a1787a1b89f00a9076cf7a8c9dd4434000e84add42d,True
chp-6:06_CHP-6_sec_i:l102-110,haskell-1980-rev-ed,chp-6,06_CHP-6_sec_i,06_CHP-6_sec_i.md,102,110,81fe54c1bddc7a29c8ad6f75246aa19ebd5450ff48ffbf5cd93941418a9d6a4b,e1bf27cf13961032d4587a1787a1b89f00a9076cf7a8c9dd4434000e84add42d,True
chp-6:06_CHP-6_sec_i:l112-118,haskell-1980-rev-ed,chp-6,06_CHP-6_sec_i,06_CHP-6_sec_i.md,112,118,31814e47898a9294c02c3d1348be26f114a26c8face03c41b20785b483ddaf48,e1bf27cf13961032d4587a1787a1b89f00a9076cf7a8c9dd4434000e84add42d,True
chp-6:06_CHP-6_sec_i:l120-157,haskell-1980-rev-ed,chp-6,06_CHP-6_sec_i,06_CHP-6_sec_i.md,120,157,5795db7b7f3476d0de68cd70a8a8893e9d0808776b0e053a0861b94880779379,e1bf27cf13961032d4587a1787a1b89f00a9076cf7a8c9dd4434000e84add42d,True
chp-6:06_CHP-6_sec_iv:l1-1,haskell-1980-rev-ed,chp-6,06_CHP-6_sec_iv,06_CHP-6_sec_iv.md,1,1,f2638f01e7a0271c6de467c1c66ac0e78511b0f56d8148f78832cd42682ae5b5,65de7b08cd2bad4cbf783d807160ef15e80cb031a47e1f28a6cb6c0f2b29e775,True
chp-6:06_CHP-6_sec_iv:l3-5,haskell-1980-rev-ed,chp-6,06_CHP-6_sec_iv,06_CHP-6_sec_iv.md,3,5,3a846a462de8cb49d4b5ab0b968547aa06737c59156a5767ee41cd1d990d0a69,65de7b08cd2bad4cbf783d807160ef15e80cb031a47e1f28a6cb6c0f2b29e775,True
chp-6:06_CHP-6_sec_iv:l7-10,haskell-1980-rev-ed,chp-6,06_CHP-6_sec_iv,06_CHP-6_sec_iv.md,7,10,7466cde78cefb61f88c23ef4aa6c6025c99808eedf902b90a4acc20f7b5c92de,65de7b08cd2bad4cbf783d807160ef15e80cb031a47e1f28a6cb6c0f2b29e775,True
chp-6:06_CHP-6_sec_iv:l12-26,haskell-1980-rev-ed,chp-6,06_CHP-6_sec_iv,06_CHP-6_sec_iv.md,12,26,8ffea09e15a8b9f69f11602260d692ee34a4135bccfacd1bbf827cd1b7942454,65de7b08cd2bad4cbf783d807160ef15e80cb031a47e1f28a6cb6c0f2b29e775,True
chp-6:06_CHP-6_sec_iv:l28-38,haskell-1980-rev-ed,chp-6,06_CHP-6_sec_iv,06_CHP-6_sec_iv.md,28,38,eb0b6d132a940b5f2a2c6d4a94ee2ef7a4e933a64b72f409255451b5318afb96,65de7b08cd2bad4cbf783d807160ef15e80cb031a47e1f28a6cb6c0f2b29e775,True
chp-6:06_CHP-6_sec_iv:l40-50,haskell-1980-rev-ed,chp-6,06_CHP-6_sec_iv,06_CHP-6_sec_iv.md,40,50,5662623a144f38b969768738acab4c12183f4f63789462ee6dae6ef471a493c5,65de7b08cd2bad4cbf783d807160ef15e80cb031a47e1f28a6cb6c0f2b29e775,True
chp-6:06_CHP-6_sec_iv:l52-53,haskell-1980-rev-ed,chp-6,06_CHP-6_sec_iv,06_CHP-6_sec_iv.md,52,53,8d4b1d558166690c2c4242d4e20458111fec63a7835b6de9bf92d31c5e6f133a,65de7b08cd2bad4cbf783d807160ef15e80cb031a47e1f28a6cb6c0f2b29e775,True
chp-6:06_CHP-6_sec_iv:l55-72,haskell-1980-rev-ed,chp-6,06_CHP-6_sec_iv,06_CHP-6_sec_iv.md,55,72,7c0d7c8e22fe0cbf4dde57a5eeada3874d54f83267412c7a8cc75d793e350aa6,65de7b08cd2bad4cbf783d807160ef15e80cb031a47e1f28a6cb6c0f2b29e775,True
chp-6:06_CHP-6_sec_v:l1-1,haskell-1980-rev-ed,chp-6,06_CHP-6_sec_v,06_CHP-6_sec_v.md,1,1,b9e545f7aef0d5f178499ae9b47ed632f83020b7bcf7db9e543abab1ace5f6a1,724f421d1c98612a8820404c82dda956dadaf6006483fcdf394cc53af4e72d15,True
chp-6:06_CHP-6_sec_v:l3-12,haskell-1980-rev-ed,chp-6,06_CHP-6_sec_v,06_CHP-6_sec_v.md,3,12,7ed00cea609d049537dde7502cd74085c09459ad952883bc116921bd4c838b32,724f421d1c98612a8820404c82dda956dadaf6006483fcdf394cc53af4e72d15,True
chp-6:06_CHP-6_sec_v:l14-19,haskell-1980-rev-ed,chp-6,06_CHP-6_sec_v,06_CHP-6_sec_v.md,14,19,8a9810157817ced3926abb637d945cedbb76eb0ef89b81825bd302a8775c2fae,724f421d1c98612a8820404c82dda956dadaf6006483fcdf394cc53af4e72d15,True
chp-6:06_CHP-6_sec_v:l21-26,haskell-1980-rev-ed,chp-6,06_CHP-6_sec_v,06_CHP-6_sec_v.md,21,26,8342afb3e0a16e52eef86af7fc947f458fe82e7e41df139090dda25a67939470,724f421d1c98612a8820404c82dda956dadaf6006483fcdf394cc53af4e72d15,True
chp-6:06_CHP-6_sec_v:l28-33,haskell-1980-rev-ed,chp-6,06_CHP-6_sec_v,06_CHP-6_sec_v.md,28,33,dc896ba93ce0a9f27592da3144a4c13503e29fa2008f5ba51920a63921492e67,724f421d1c98612a8820404c82dda956dadaf6006483fcdf394cc53af4e72d15,True
chp-6:06_CHP-6_sec_v:l35-40,haskell-1980-rev-ed,chp-6,06_CHP-6_sec_v,06_CHP-6_sec_v.md,35,40,8d9e8080dab74926d9f1e1a99efc7797b0460c35a7442a3c50466050155de352,724f421d1c98612a8820404c82dda956dadaf6006483fcdf394cc53af4e72d15,True
chp-6:06_CHP-6_sec_v:l42-45,haskell-1980-rev-ed,chp-6,06_CHP-6_sec_v,06_CHP-6_sec_v.md,42,45,c82b72cabd9384ced63cf2d47791f50b2f24829b1bab403128d46db6899f4bca,724f421d1c98612a8820404c82dda956dadaf6006483fcdf394cc53af4e72d15,True
chp-6:06_CHP-6_sec_v:l47-70,haskell-1980-rev-ed,chp-6,06_CHP-6_sec_v,06_CHP-6_sec_v.md,47,70,5a505ad904d5163d1d59a3380c10dd87dc62edfe96d85c16ab1d296508b611d3,724f421d1c98612a8820404c82dda956dadaf6006483fcdf394cc53af4e72d15,True
chp-7:07_CHP-7_intro:l1-1,haskell-1980-rev-ed,chp-7,07_CHP-7_intro,07_CHP-7_intro.md,1,1,78cfd5323bbf3f2c2392a03e3da0745d9e88a815a7881d5f1e1c0eef4ada7a43,ac151af9ecb9904bb6e984d6f3c4ddb66cf2ab4f613f591246202086e177e30c,True
chp-7:07_CHP-7_intro:l3-5,haskell-1980-rev-ed,chp-7,07_CHP-7_intro,07_CHP-7_intro.md,3,5,e736d5f81dad752c973130fed0d5650990eaa4fe9505423dcc56bfdd883f37c2,ac151af9ecb9904bb6e984d6f3c4ddb66cf2ab4f613f591246202086e177e30c,True
chp-7:07_CHP-7_intro:l7-9,haskell-1980-rev-ed,chp-7,07_CHP-7_intro,07_CHP-7_intro.md,7,9,eb3fc0cb70e3d8f47ca8a7ffe5a331f58ef581e6ed26a4b922115a40a3a1751e,ac151af9ecb9904bb6e984d6f3c4ddb66cf2ab4f613f591246202086e177e30c,True
chp-7:07_CHP-7_intro:l11-15,haskell-1980-rev-ed,chp-7,07_CHP-7_intro,07_CHP-7_intro.md,11,15,f14d1d24e3c14f9be3b2eb8557d8316cda1d476b700109a03a4261cdf57b6719,ac151af9ecb9904bb6e984d6f3c4ddb66cf2ab4f613f591246202086e177e30c,True
chp-7:07_CHP-7_sec_i:l1-1,haskell-1980-rev-ed,chp-7,07_CHP-7_sec_i,07_CHP-7_sec_i.md,1,1,a5bfe8b352d8f9d2185d5309211ad41ef99d98fcf71244026322905a36c437dc,f4deca5516d930080d5913f94c2d47593e5674e5918a0e8a6188adc1180b4ae3,True
chp-7:07_CHP-7_sec_i:l3-9,haskell-1980-rev-ed,chp-7,07_CHP-7_sec_i,07_CHP-7_sec_i.md,3,9,1a3d2ae5ec551616376538f29ec2115352e861fa86a83a3b256f1043c3f5b915,f4deca5516d930080d5913f94c2d47593e5674e5918a0e8a6188adc1180b4ae3,True
chp-7:07_CHP-7_sec_i:l11-19,haskell-1980-rev-ed,chp-7,07_CHP-7_sec_i,07_CHP-7_sec_i.md,11,19,c2b6b4e1add7c3d01d2b24d145221ecf3e2e754cf256e7cf60858f05b92a5527,f4deca5516d930080d5913f94c2d47593e5674e5918a0e8a6188adc1180b4ae3,True
chp-7:07_CHP-7_sec_i:l21-29,haskell-1980-rev-ed,chp-7,07_CHP-7_sec_i,07_CHP-7_sec_i.md,21,29,fd941cd7830cc92c1a9b548342d32bb71fd24d036072b6b22986b4c12bb7c201,f4deca5516d930080d5913f94c2d47593e5674e5918a0e8a6188adc1180b4ae3,True
chp-7:07_CHP-7_sec_i:l31-35,haskell-1980-rev-ed,chp-7,07_CHP-7_sec_i,07_CHP-7_sec_i.md,31,35,79b17b2ff8e65e0d3712f4f331977a13080741a5e95395545eae306376c9d007,f4deca5516d930080d5913f94c2d47593e5674e5918a0e8a6188adc1180b4ae3,True
chp-7:07_CHP-7_sec_i:l37-43,haskell-1980-rev-ed,chp-7,07_CHP-7_sec_i,07_CHP-7_sec_i.md,37,43,80c617babce7abaa10a478db1a9430bc67dce45b45037939dc967a7d88b6f3fd,f4deca5516d930080d5913f94c2d47593e5674e5918a0e8a6188adc1180b4ae3,True
chp-7:07_CHP-7_sec_i:l45-59,haskell-1980-rev-ed,chp-7,07_CHP-7_sec_i,07_CHP-7_sec_i.md,45,59,665659b1a5cd705e717d718c2ad94b8f5ab6824d8b5bec5bb3d17ac65e757721,f4deca5516d930080d5913f94c2d47593e5674e5918a0e8a6188adc1180b4ae3,True
chp-7:07_CHP-7_sec_i:l61-74,haskell-1980-rev-ed,chp-7,07_CHP-7_sec_i,07_CHP-7_sec_i.md,61,74,9d4396f56fd4f72ea0030f3371f47a20c3810c24d996230b2a4c675b8ba5a940,f4deca5516d930080d5913f94c2d47593e5674e5918a0e8a6188adc1180b4ae3,True
chp-7:07_CHP-7_sec_i:l76-89,haskell-1980-rev-ed,chp-7,07_CHP-7_sec_i,07_CHP-7_sec_i.md,76,89,1d84a059950f944626046afc2bd47e6378ab9eac69c37720bcb50382c06597b5,f4deca5516d930080d5913f94c2d47593e5674e5918a0e8a6188adc1180b4ae3,True
chp-7:07_CHP-7_sec_i:l91-100,haskell-1980-rev-ed,chp-7,07_CHP-7_sec_i,07_CHP-7_sec_i.md,91,100,705e5b2220b0a9362c5cafac8a5a328ab657ddc7a2dfc45370f410c1e9c5f084,f4deca5516d930080d5913f94c2d47593e5674e5918a0e8a6188adc1180b4ae3,True
chp-7:07_CHP-7_sec_i:l102-111,haskell-1980-rev-ed,chp-7,07_CHP-7_sec_i,07_CHP-7_sec_i.md,102,111,c22d70648d2e319765ba0f54d66186f0f4fec38e9805c1004fbb4dadb15a62c9,f4deca5516d930080d5913f94c2d47593e5674e5918a0e8a6188adc1180b4ae3,True
chp-7:07_CHP-7_sec_i:l113-126,haskell-1980-rev-ed,chp-7,07_CHP-7_sec_i,07_CHP-7_sec_i.md,113,126,06a2e19a9e7ea771eb6d18686723dbb7e6d04fc9fc44d8bc4cbfb95b62c939bf,f4deca5516d930080d5913f94c2d47593e5674e5918a0e8a6188adc1180b4ae3,True
chp-7:07_CHP-7_sec_i:l128-138,haskell-1980-rev-ed,chp-7,07_CHP-7_sec_i,07_CHP-7_sec_i.md,128,138,690d0265d0249daee9f680bf401e66d00c4889fdde3905c82271dc4de367c9a6,f4deca5516d930080d5913f94c2d47593e5674e5918a0e8a6188adc1180b4ae3,True
chp-7:07_CHP-7_sec_i:l140-148,haskell-1980-rev-ed,chp-7,07_CHP-7_sec_i,07_CHP-7_sec_i.md,140,148,259d7cf63ab92254f256c0ee939892fc7983cfc33e6d856a039411907515dfa1,f4deca5516d930080d5913f94c2d47593e5674e5918a0e8a6188adc1180b4ae3,True
chp-7:07_CHP-7_sec_i:l150-158,haskell-1980-rev-ed,chp-7,07_CHP-7_sec_i,07_CHP-7_sec_i.md,150,158,cbbba3249fd3b1a3f8a2ec3671fc50ee76400f032c38e6c8ddc4da92048f7ef6,f4deca5516d930080d5913f94c2d47593e5674e5918a0e8a6188adc1180b4ae3,True
